,APPLICATION_TYPE,AFFILIATION,CLASSIFICATION,USE_CASE,ORGANIZATION,STATUS,INCOME_AMT,SPECIAL_CONSIDERATIONS,IS_SUCCESSFUL,ASK_AMT_BIN
6659,T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,0,5000
6660,T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,0,5000
6661,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
6662,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,0,Other
6663,T3,Independent,C2000,Preservation,Trust,1,25000-99999,N,0,50000
6664,T5,CompanySponsored,C3000,ProductDev,Association,1,0,N,0,5000
6665,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
6666,T3,Independent,C1200,Preservation,Trust,1,100000-499999,N,1,1000000
6667,T3,Independent,C1000,Preservation,Trust,1,0,N,0,5000
6668,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
6669,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,1,1000000
6670,T3,Independent,C1200,Preservation,Trust,1,0,N,1,5000
6671,T3,Independent,C1200,Preservation,Trust,1,0,N,1,5000
6672,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
6673,T6,Independent,C2000,ProductDev,Association,1,25000-99999,N,1,1000000
6674,T3,Independent,C1000,Preservation,Association,1,0,N,1,5000
6675,T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,0,5000
6676,T3,Independent,C2100,Preservation,Trust,1,0,N,1,5000
6677,T3,Independent,C2000,Preservation,Trust,1,0,N,1,5000
6678,T3,Independent,Other,Preservation,Trust,1,100000-499999,N,1,1000000
6679,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
6680,T3,Independent,C1200,Preservation,Trust,1,0,N,1,5000
6681,T3,Independent,Other,Preservation,Trust,1,0,N,1,5000
6682,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
6683,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,1,5000
6684,T3,Independent,C1000,Preservation,Trust,1,0,N,0,5000
6685,T3,Independent,Other,Preservation,Association,1,25000-99999,N,1,50000
6686,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,1,50000
6687,T3,CompanySponsored,C1000,Preservation,Trust,1,100000-499999,N,0,1000000
6688,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
6689,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,0,1000000
6690,T3,Independent,C1200,Preservation,Trust,1,100000-499999,N,1,1000000
6691,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
6692,T3,Independent,Other,Preservation,Trust,1,100000-499999,N,1,50000
6693,T3,Independent,C1000,Preservation,Association,1,0,N,1,5000
6694,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,0,5000
6695,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,0,5000
6696,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,0,5000
6697,T6,Independent,C1000,ProductDev,Trust,1,25000-99999,N,1,50000
6698,T3,Independent,C1000,Preservation,Co-operative,1,0,N,1,5000
6699,T3,Independent,Other,Preservation,Trust,1,25000-99999,N,0,1000000
6700,T3,Independent,C1000,Preservation,Trust,1,1-9999,N,1,Other
6701,T5,Independent,C1200,ProductDev,Trust,1,100000-499999,N,1,1000000
6702,T3,Independent,C1000,Heathcare,Trust,1,0,N,1,5000
6703,T3,Independent,C1200,Preservation,Trust,1,25000-99999,N,0,50000
6704,T3,CompanySponsored,Other,Preservation,Association,1,0,N,1,5000
6705,T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,0,1000000
6706,T3,Independent,C1000,Preservation,Trust,1,0,N,0,5000
6707,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
6708,T3,Independent,Other,Preservation,Trust,1,0,N,1,5000
6709,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
6710,T3,Independent,C1200,Preservation,Trust,1,100000-499999,N,0,1000000
6711,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,1,1000000
6712,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,0,5000
6713,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,1,1000000
6714,T3,Independent,C2000,Preservation,Trust,1,1M-5M,N,0,Other
6715,T3,Independent,Other,Preservation,Trust,1,0,N,0,5000
6716,T4,Independent,C3000,ProductDev,Trust,1,0,N,1,5000
6717,T4,Independent,C3000,ProductDev,Trust,1,0,N,1,5000
6718,T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,1,1000000
6719,T3,Independent,C1000,Preservation,Trust,1,0,N,0,5000
6720,T3,Independent,C1000,Preservation,Trust,1,0,N,0,5000
6721,T3,Independent,C2000,Preservation,Trust,1,0,N,1,5000
6722,T3,Independent,C2100,Preservation,Trust,1,0,N,1,5000
6723,T3,Independent,C1000,Preservation,Trust,1,5M-10M,N,0,Other
6724,T3,Independent,Other,Preservation,Trust,1,100000-499999,N,1,1000000
6725,T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,0,5000
6726,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
6727,T3,Independent,C2000,Preservation,Trust,1,0,N,1,5000
6728,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
6729,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
6730,T4,Independent,C3000,ProductDev,Trust,1,10M-50M,N,1,Other
6731,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,0,50000
6732,T4,Independent,C3000,ProductDev,Trust,1,0,N,1,5000
6733,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,1,50000
6734,T3,Independent,Other,Preservation,Trust,1,0,N,1,5000
6735,T3,Independent,C1200,Preservation,Trust,1,0,N,0,5000
6736,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,1,5000
6737,T3,Independent,C1200,Preservation,Trust,1,0,N,1,5000
6738,T7,Independent,C1000,ProductDev,Trust,1,0,N,0,5000
6739,T3,Independent,C1200,Preservation,Trust,1,0,N,1,5000
6740,T3,Independent,Other,Preservation,Trust,1,0,N,1,5000
6741,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,0,5000
6742,T3,CompanySponsored,Other,Preservation,Trust,1,0,N,1,5000
6743,T19,Independent,C1000,ProductDev,Trust,1,0,N,0,5000
6744,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
6745,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,1,50000
6746,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
6747,T3,Independent,C1000,Preservation,Trust,1,1-9999,N,1,50000
6748,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
6749,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,0,5000
6750,T3,Independent,Other,Preservation,Trust,1,100000-499999,N,0,50000
6751,T7,Independent,C1000,ProductDev,Trust,1,0,N,1,5000
6752,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
6753,T3,CompanySponsored,C1200,Preservation,Trust,1,25000-99999,N,0,50000
6754,T3,Independent,C2000,Preservation,Trust,1,0,N,0,5000
6755,T3,Independent,C1000,Preservation,Trust,1,0,N,0,5000
6756,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,0,5000
6757,T3,Independent,C1000,Preservation,Trust,1,0,N,0,5000
6758,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,0,1000000
6759,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
6760,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,1,50000
6761,T5,Independent,C3000,ProductDev,Association,1,1-9999,N,0,5000
6762,T3,Independent,C2000,Preservation,Trust,1,25000-99999,N,0,1000000
6763,T3,Independent,C1200,Heathcare,Trust,1,100000-499999,N,1,50000
6764,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,1,50000
6765,T5,CompanySponsored,C3000,ProductDev,Association,1,0,N,1,5000
6766,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
6767,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
6768,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,1,50000
6769,T3,Independent,C1200,Preservation,Trust,1,0,N,1,5000
6770,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
6771,T3,CompanySponsored,C1200,Preservation,Association,1,100000-499999,N,0,1000000
6772,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,0,5000
6773,T3,Independent,C2100,Preservation,Trust,1,0,N,1,5000
6774,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,1,5000
6775,T3,Independent,C2000,Preservation,Association,1,0,N,0,5000
6776,T3,CompanySponsored,Other,Preservation,Association,1,0,N,1,5000
6777,T19,Independent,C1000,Preservation,Trust,1,1-9999,N,0,Other
6778,T3,Independent,C1000,Preservation,Trust,1,0,N,0,5000
6779,T3,Independent,C1200,Preservation,Trust,1,0,N,1,5000
6780,T3,Independent,C2000,Preservation,Trust,1,0,N,0,5000
6781,T6,CompanySponsored,C2000,ProductDev,Association,1,0,N,1,5000
6782,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,0,5000
6783,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,0,5000
6784,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,0,5000
6785,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,0,1000000
6786,T3,Independent,C1200,Preservation,Trust,1,0,N,1,5000
6787,T3,Independent,C1200,Preservation,Trust,1,0,N,1,5000
6788,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,0,5000
6789,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,0,5000
6790,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
6791,T5,CompanySponsored,C1000,ProductDev,Association,1,25000-99999,N,1,1000000
6792,T3,Independent,C2000,Preservation,Trust,1,1-9999,N,1,5000
6793,T3,Independent,C1200,Preservation,Trust,1,0,N,1,5000
6794,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
6795,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,0,1000000
6796,T3,CompanySponsored,C2100,Preservation,Trust,1,100000-499999,N,0,50000
6797,T3,CompanySponsored,Other,Preservation,Association,1,0,N,0,5000
6798,T3,Independent,C1200,Preservation,Trust,1,0,N,1,5000
6799,T3,Independent,C1200,Preservation,Trust,1,25000-99999,N,0,1000000
6800,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
6801,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,0,5000
6802,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,0,5000
6803,T6,CompanySponsored,C1000,ProductDev,Association,1,0,N,1,5000
6804,T3,Independent,C1000,Preservation,Trust,1,0,N,0,1000000
6805,T3,Independent,C1000,Preservation,Trust,1,25000-99999,Y,1,5000
6806,T6,Independent,C2000,ProductDev,Trust,1,0,N,0,5000
6807,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,0,Other
6808,T3,CompanySponsored,Other,Preservation,Association,1,0,N,0,5000
6809,T3,Independent,C1000,Preservation,Trust,1,0,N,0,5000
6810,T3,CompanySponsored,Other,Preservation,Association,1,0,N,0,5000
6811,T3,Independent,Other,Preservation,Trust,1,0,N,1,5000
6812,T3,CompanySponsored,Other,Preservation,Association,1,0,N,1,5000
6813,T3,Independent,Other,Preservation,Trust,1,100000-499999,N,0,50000
6814,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,0,5000
6815,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,0,5000
6816,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,0,5000
6817,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,0,5000
6818,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,0,5000
6819,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,0,5000
6820,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,0,5000
6821,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,0,5000
6822,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,0,5000
6823,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,0,5000
6824,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,0,5000
6825,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,0,5000
6826,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,0,5000
6827,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,0,5000
6828,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,0,5000
6829,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,0,5000
6830,T3,CompanySponsored,Other,Preservation,Association,1,0,N,0,5000
6831,T3,Independent,Other,Preservation,Trust,1,0,N,1,5000
6832,T3,Independent,Other,Preservation,Trust,1,0,N,1,5000
6833,T3,CompanySponsored,Other,Preservation,Association,1,0,N,0,5000
6834,T3,CompanySponsored,Other,Preservation,Association,1,0,N,0,5000
6835,T3,Independent,C2000,Preservation,Trust,1,0,N,1,5000
6836,T7,Independent,C1000,ProductDev,Trust,1,0,N,0,5000
6837,T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,0,5000
6838,T3,CompanySponsored,Other,Preservation,Association,1,0,N,0,5000
6839,T3,Independent,C1000,Preservation,Association,1,0,N,0,5000
6840,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,0,5000
6841,T3,Independent,C2000,Preservation,Trust,1,0,N,1,5000
6842,T4,Independent,C3000,ProductDev,Trust,1,25000-99999,N,1,1000000
6843,T3,Independent,C1200,Preservation,Trust,1,100000-499999,N,1,50000
6844,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,0,5000
6845,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,0,5000
6846,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,0,5000
6847,T5,Independent,C1000,ProductDev,Association,1,100000-499999,N,0,1000000
6848,T3,Independent,C1000,Preservation,Trust,1,0,N,0,5000
6849,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
6850,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
6851,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
6852,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,1,50000
6853,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,1,Other
6854,T3,Independent,Other,Preservation,Trust,1,0,N,1,5000
6855,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,1,1000000
6856,T3,Independent,Other,Preservation,Trust,1,0,N,1,5000
6857,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,1,5000
6858,T3,CompanySponsored,Other,Preservation,Association,1,0,N,0,5000
6859,T3,CompanySponsored,Other,Preservation,Association,1,0,N,0,5000
6860,T3,CompanySponsored,Other,Preservation,Association,1,100000-499999,N,0,50000
6861,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
6862,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,1,1000000
6863,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,0,1000000
6864,T3,CompanySponsored,Other,Preservation,Association,1,0,N,0,5000
6865,T3,Independent,C1200,Preservation,Trust,1,100000-499999,N,1,1000000
6866,T3,CompanySponsored,Other,Preservation,Association,1,0,N,0,5000
6867,T5,Independent,C3000,ProductDev,Association,1,0,N,1,5000
6868,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,1,50000
6869,T3,Independent,C1200,Preservation,Trust,1,0,N,1,5000
6870,T3,Independent,C1000,Preservation,Trust,1,0,N,0,5000
6871,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,1,50000
6872,T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,1,Other
6873,T3,Independent,C1200,Preservation,Trust,1,0,N,1,5000
6874,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
6875,T7,CompanySponsored,C1000,ProductDev,Association,1,0,N,0,5000
6876,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
6877,T3,Independent,C1200,Preservation,Trust,1,0,N,1,5000
6878,T3,Independent,C2000,Preservation,Trust,1,1-9999,N,1,1000000
6879,T3,Independent,C2000,Preservation,Trust,1,0,N,1,5000
6880,T3,Independent,C1000,Preservation,Trust,1,0,N,0,5000
6881,T3,CompanySponsored,Other,Preservation,Association,1,0,N,0,5000
6882,T3,Independent,C1200,Preservation,Trust,1,0,N,1,5000
6883,T3,Independent,C1200,Preservation,Trust,1,100000-499999,N,1,Other
6884,T3,Independent,C1000,Preservation,Trust,1,0,N,0,5000
6885,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
6886,T3,Independent,C1000,Preservation,Trust,1,1M-5M,N,1,Other
6887,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,1,50000
6888,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,0,5000
6889,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
6890,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,1,1000000
6891,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,0,5000
6892,T3,Independent,C1000,Preservation,Trust,1,0,N,0,5000
6893,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,1,1000000
6894,T3,Independent,Other,Preservation,Trust,1,0,N,1,5000
6895,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
6896,T6,Independent,C2000,ProductDev,Trust,1,0,N,0,5000
6897,T3,CompanySponsored,C2100,Preservation,Trust,1,100000-499999,N,0,50000
6898,T3,Independent,Other,Preservation,Trust,1,0,N,1,5000
6899,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,1,50000
6900,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
6901,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,1,1000000
6902,T3,Independent,C1200,Preservation,Trust,1,0,N,1,5000
6903,T6,CompanySponsored,C1000,ProductDev,Association,1,0,N,1,5000
6904,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,0,5000
6905,T3,Independent,C1200,Preservation,Trust,1,0,N,1,5000
6906,T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,0,5000
6907,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
6908,T7,CompanySponsored,C1000,ProductDev,Association,1,0,N,0,5000
6909,T3,Independent,C1000,Preservation,Trust,1,0,N,0,5000
6910,T3,Independent,C1000,Preservation,Trust,1,0,N,0,5000
6911,T3,Independent,C2000,Preservation,Trust,1,0,N,1,5000
6912,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
6913,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,0,1000000
6914,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
6915,T3,Independent,C1200,Preservation,Trust,1,0,N,1,5000
6916,T3,Independent,Other,Preservation,Trust,1,100000-499999,N,1,50000
6917,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
6918,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,1,5000
6919,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,1,5000
6920,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
6921,T3,Independent,C2000,Preservation,Trust,1,0,N,1,5000
6922,T3,Independent,C2000,Preservation,Trust,1,25000-99999,N,0,Other
6923,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
6924,T3,Independent,C1000,Preservation,Trust,1,10000-24999,N,1,50000
6925,T3,CompanySponsored,Other,Preservation,Association,1,0,N,0,5000
6926,T3,CompanySponsored,Other,Preservation,Association,1,0,N,0,5000
6927,T3,CompanySponsored,Other,Preservation,Association,1,0,N,0,5000
6928,T3,CompanySponsored,Other,Preservation,Association,1,0,N,0,5000
6929,T3,CompanySponsored,Other,Preservation,Association,1,0,N,0,5000
6930,T3,CompanySponsored,Other,Preservation,Association,1,0,N,0,5000
6931,T3,CompanySponsored,Other,Preservation,Association,1,0,N,0,5000
6932,T7,CompanySponsored,C1000,ProductDev,Association,1,0,N,0,5000
6933,T3,Independent,C1200,Preservation,Trust,1,100000-499999,N,1,Other
6934,T7,CompanySponsored,C1000,ProductDev,Association,1,0,N,0,5000
6935,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,1,50000
6936,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,1,1000000
6937,T3,CompanySponsored,Other,Preservation,Association,1,5M-10M,N,0,Other
6938,T3,Independent,C1000,Preservation,Trust,1,0,N,0,5000
6939,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
6940,T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,0,1000000
6941,T3,Independent,C2000,Preservation,Trust,1,0,N,0,5000
6942,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,0,5000
6943,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,1,50000
6944,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
6945,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,0,5000
6946,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,1,1000000
6947,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,1,50000
6948,T3,Independent,C1200,Preservation,Trust,1,0,N,1,5000
6949,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
6950,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,0,5000
6951,T3,Independent,C1000,Preservation,Trust,1,0,N,0,5000
6952,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,0,50000
6953,T3,Independent,C1000,Preservation,Trust,1,0,N,0,5000
6954,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,1,5000
6955,T3,Independent,C2000,Preservation,Trust,1,0,N,1,5000
6956,T3,Independent,Other,Preservation,Trust,1,0,N,1,5000
6957,T3,Independent,C1000,Preservation,Trust,1,1M-5M,N,1,1000000
6958,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,1,50000
6959,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
6960,T7,CompanySponsored,C1000,ProductDev,Association,1,0,N,0,5000
6961,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,0,5000
6962,T3,Independent,C1200,Preservation,Trust,1,100000-499999,N,1,50000
6963,T3,CompanySponsored,Other,Preservation,Association,1,0,N,0,5000
6964,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
6965,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
6966,T3,Independent,C2100,Preservation,Association,1,0,N,1,5000
6967,T3,Independent,Other,Preservation,Trust,1,25000-99999,N,1,50000
6968,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,1,50000
6969,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,0,5000
6970,T6,CompanySponsored,C2000,ProductDev,Association,1,0,N,0,5000
6971,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,1,5000
6972,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,1,1000000
6973,T3,Independent,C2100,Preservation,Trust,1,100000-499999,N,0,1000000
6974,T3,Independent,C1000,Preservation,Trust,1,10000-24999,N,1,5000
6975,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,1,5000
6976,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,1,5000
